CHEMBL_ID,SMILES,IC50_nM,Relation,Assay_ID,Reference_ID,pChEMBL
CHEMBL222340,CCN(CCCCCC(=O)Nc1ccc(-c2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,36.31,=,CHEMBL917209,CHEMBL1149275,7.44
CHEMBL222378,CCN(CCCCCC(=O)N1CCC(CCCC2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,6.607,=,CHEMBL917209,CHEMBL1149275,8.18
CHEMBL222818,CCN(CCCCCC(=O)Nc1ccc(Cc2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,63.1,=,CHEMBL917209,CHEMBL1149275,7.2
CHEMBL222904,CCN(CCCCCC(=O)N1CCC(C2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,3.311,=,CHEMBL917209,CHEMBL1149275,8.48
CHEMBL222946,CCN(CCCCCC(=O)N1CCC(CC2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,3.311,=,CHEMBL917209,CHEMBL1149275,8.48
CHEMBL223170,N#Cc1ccc2[nH]cc(CCC(=O)NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2c1,0.7,=,CHEMBL1119333,CHEMBL1155460,9.15
CHEMBL223443,O=C(Cc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.12,=,CHEMBL914529,CHEMBL1139473,9.92
CHEMBL2234525,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1ccccc1)CCCC3,79.43,=,CHEMBL3047076,CHEMBL3045165,7.1
CHEMBL2234526,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1ccc(F)cc1)CCCC3,52.48,=,CHEMBL3047076,CHEMBL3045165,7.28
CHEMBL2234530,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1ccc(C)cc1)CCCC3,91.2,=,CHEMBL3047076,CHEMBL3045165,7.04
CHEMBL2234532,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1cccc(OC)c1)CCCC3,61.66,=,CHEMBL3047076,CHEMBL3045165,7.21
CHEMBL2236393,CNCOc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,0.32,=,CHEMBL3049408,CHEMBL3046901,9.49
CHEMBL2236394,CCN(CCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,0.82,=,CHEMBL3049408,CHEMBL3046901,9.09
CHEMBL223714,O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,46.0,=,CHEMBL1119333,CHEMBL1155460,7.34
CHEMBL224158,O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3ccccc13)CCCC2,70.0,=,CHEMBL1119333,CHEMBL1155460,7.16
CHEMBL224202,O=C(/C=C/c1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,18.0,=,CHEMBL1119333,CHEMBL1155460,7.75
CHEMBL224335,O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,4.0,=,CHEMBL1119333,CHEMBL1155460,8.4
CHEMBL224998,O=C(NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,33.0,=,CHEMBL1119333,CHEMBL1155460,7.48
CHEMBL225021,O=C(CCCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.13,=,CHEMBL914529,CHEMBL1139473,9.89
CHEMBL225198,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.02,=,CHEMBL914529,CHEMBL1139473,10.7
CHEMBL225326,O=C(Cc1c[nH]c2ccc(Br)cc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.23,=,CHEMBL914529,CHEMBL1139473,9.64
CHEMBL225567,O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.02,=,CHEMBL945890,CHEMBL1141467,10.7
CHEMBL225577,c1ccc2c(c1)ccc[n+]2CCCCCCCCCC[n+]1cccc2ccccc21,1.0,=,CHEMBL1763498,CHEMBL1759923,9.0
CHEMBL226335,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,12.0,=,CHEMBL3071788,CHEMBL3045386,7.92
CHEMBL2271411,CC1(C)CCCC2(C)OC(=O)C=C12,30.03,=,CHEMBL5128460,CHEMBL5126546,7.52
CHEMBL2297279,O=c1c(OC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,12.0,=,CHEMBL3071788,CHEMBL3045386,7.92
CHEMBL2297280,COc1cc2occ(-c3ccc(OC4CCN(Cc5ccccc5)CC4)cc3)c(=O)c2cc1OC,93.0,=,CHEMBL3071788,CHEMBL3045386,7.03
CHEMBL230434,CCN(CCCCCCNc1ccc(NCCCCCCN(CC)Cc2ccccc2OC)cc1)Cc1ccccc1OC,42.5,=,CHEMBL895407,CHEMBL1148814,7.37
CHEMBL230702,CCN(CCCCCNC1=CC(=O)C(NCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,2.36,=,CHEMBL895407,CHEMBL1148814,8.63
CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,1.5,=,CHEMBL1037610,CHEMBL1154602,8.82
CHEMBL2314726,COc1cc2cc(NC(=O)[C@H]3CCC[C@@H](NCc4ccccc4)C3)c(=O)oc2cc1OC,36.5,=,CHEMBL4616017,CHEMBL4613305,7.44
CHEMBL235014,c1ccc2c(NCCOCCOCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,19.7,=,CHEMBL902667,CHEMBL1138347,7.71
CHEMBL238230,O=C(CCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,1.83,=,CHEMBL902667,CHEMBL1138347,8.74
CHEMBL23838,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,10.0,=,CHEMBL4021123,CHEMBL4020717,8.0
CHEMBL2391486,Cc1cc(=O)oc2cc(OCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,92.0,=,CHEMBL3363282,CHEMBL3351862,7.04
CHEMBL2419684,N#Cc1c(Cl)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,31.0,=,CHEMBL2421450,CHEMBL2417380,7.51
CHEMBL2419687,N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,54.0,=,CHEMBL2421450,CHEMBL2417380,7.27
CHEMBL2419688,N#Cc1cc(C#N)c(NCCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,13.0,=,CHEMBL2421450,CHEMBL2417380,7.89
CHEMBL242191,COc1ccccc1CN(C)CCCCCCNC1=CC(=O)C(NCCCCCCN(C)Cc2ccccc2OC)=CC1=O,77.8,=,CHEMBL895407,CHEMBL1148814,7.11
CHEMBL242661,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccc(OC)cc2)=CC1=O)Cc1ccc(OC)cc1,51.1,=,CHEMBL895407,CHEMBL1148814,7.29
CHEMBL242836,COc1ccccc1CN(CCCCCCNC1=CC(=O)C(NCCCCCCN(Cc2ccccc2OC)C(C)C)=CC1=O)C(C)C,12.9,=,CHEMBL895407,CHEMBL1148814,7.89
CHEMBL243055,CCN(CCCCCCNC1=C(F)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(F)C1=O)Cc1ccccc1OC,5.17,=,CHEMBL895407,CHEMBL1148814,8.29
CHEMBL243056,CCN(CCCCCCNC1=C(Cl)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(Cl)C1=O)Cc1ccccc1OC,3.05,=,CHEMBL895407,CHEMBL1148814,8.52
CHEMBL243062,CCN(CCCCCCNC1=C(Br)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(Br)C1=O)Cc1ccccc1OC,2.66,=,CHEMBL895407,CHEMBL1148814,8.57
CHEMBL243269,CCN(CCCCCCNC1=C(C)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(C)C1=O)Cc1ccccc1OC,9.5,=,CHEMBL895407,CHEMBL1148814,8.02
CHEMBL243270,CCN(CCNC1=CC(=O)C(NCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,61.5,=,CHEMBL895407,CHEMBL1148814,7.21
CHEMBL243271,CCN(CCCNC1=CC(=O)C(NCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,2.25,=,CHEMBL895407,CHEMBL1148814,8.65
CHEMBL243272,CCN(CCCCNC1=CC(=O)C(NCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,13.6,=,CHEMBL895407,CHEMBL1148814,7.87
CHEMBL243273,CCN(CCCCCCCNC1=CC(=O)C(NCCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,7.79,=,CHEMBL895407,CHEMBL1148814,8.11
CHEMBL243274,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2C)=CC1=O)Cc1ccccc1C,71.9,=,CHEMBL895407,CHEMBL1148814,7.14
CHEMBL2441666,COc1cccc(CCCCCc2cccc(OC)[n+]2C)[n+]1C,100.0,=,CHEMBL2443821,CHEMBL2440015,7.0
CHEMBL2441667,COc1cccc(CCCCCCc2cccc(OC)[n+]2C)[n+]1C,70.0,=,CHEMBL2443821,CHEMBL2440015,7.16
CHEMBL2441673,COc1cc2c(cc1OC)C[N+](C)(CCCCCCCc1cccc(OC)[n+]1C)CC2,49.0,=,CHEMBL2443821,CHEMBL2440015,7.31
CHEMBL2441675,COc1cc2c(cc1OC)C(=O)C(CCCCCCc1cccc(OC)[n+]1C)C2,70.0,=,CHEMBL2443821,CHEMBL2440015,7.16
CHEMBL244416,CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OC)c(OC)cc3oc2=O)cc1,18.0,=,CHEMBL929818,CHEMBL1141582,7.75
CHEMBL2448076,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,9.64,=,CHEMBL1051649,CHEMBL1152433,8.02
CHEMBL2448138,COc1cc2c(cc1OC)C(=O)C(CC1CCN(CCNc3c4c(nc5ccccc35)CCCC4)CC1)C2,4.04,=,CHEMBL960589,CHEMBL1150773,8.39
CHEMBL2448609,Cc1ccc(C(=O)OC(C(=O)O)C(OC(=O)c2ccc(C)cc2)C(=O)O)cc1,62.0,=,CHEMBL645003,CHEMBL1125437,7.21
CHEMBL245079,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23,30.0,=,CHEMBL644120,CHEMBL1135324,7.52
CHEMBL24686,COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC,6.0,=,CHEMBL1771986,CHEMBL1770076,8.22
CHEMBL253998,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccccc1)CC2=O,6.4,=,CHEMBL4774393,CHEMBL4765440,8.19
CHEMBL258928,NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,89.0,=,CHEMBL1119333,CHEMBL1155460,7.05
CHEMBL260308,O=[N+]([O-])OCCCCCCNCCCCNc1c2c(nc3ccccc13)CCCC2,18.1,=,CHEMBL932016,CHEMBL1141589,7.74
CHEMBL260964,O=C(CO/N=[N+](\[O-])N1CCCC1)NCCCCNc1c2c(nc3ccccc13)CCCC2,50.7,=,CHEMBL932016,CHEMBL1141589,7.29
CHEMBL261384,O=[N+]([O-])OCCCCCCNCCCNc1c2c(nc3ccccc13)CCCC2,6.3,=,CHEMBL932016,CHEMBL1141589,8.2
CHEMBL263322,CN1CCC(CCCC2Cc3ccccc3C2=O)CC1,1.5,=,CHEMBL643386,CHEMBL1126158,8.82
CHEMBL263785,CCCOc1ccccc1C[N+](C)(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OCCC,17.38,=,CHEMBL638449,CHEMBL1136713,7.76
CHEMBL266045,COc1cc(C(=O)NCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,89.2,=,CHEMBL912241,CHEMBL1138205,7.05
CHEMBL269863,O=C(CCO[N+](=O)[O-])NCCCNc1c2c(nc3ccccc13)CCCC2,93.0,=,CHEMBL932016,CHEMBL1141589,7.03
CHEMBL269865,O=C(CO[N+](=O)[O-])NCCCNc1c2c(nc3ccccc13)CCCC2,28.2,=,CHEMBL932016,CHEMBL1141589,7.55
CHEMBL270349,CC(C)(CO[N+](=O)[O-])C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,69.5,=,CHEMBL932016,CHEMBL1141589,7.16
CHEMBL270491,O=[N+]([O-])OCCCNCCCNc1c2c(nc3ccccc13)CCCC2,6.4,=,CHEMBL932016,CHEMBL1141589,8.19
CHEMBL271385,CC(C)(C)C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2,21.6,=,CHEMBL932016,CHEMBL1141589,7.67
CHEMBL272229,O=[N+]([O-])OCCNCCCNc1c2c(nc3ccccc13)CCCC2,10.0,=,CHEMBL932016,CHEMBL1141589,8.0
CHEMBL272230,O=C(CCO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2,45.7,=,CHEMBL932016,CHEMBL1141589,7.34
CHEMBL273051,O=C(CO/N=[N+](\[O-])N1CCCC1)NCCCNc1c2c(nc3ccccc13)CCCC2,35.5,=,CHEMBL932016,CHEMBL1141589,7.45
CHEMBL273078,O=C(CO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2,22.6,=,CHEMBL932016,CHEMBL1141589,7.65
CHEMBL274107,CNC(=O)Oc1cccc2c1OC[C@@H]1CCN(C)[C@H]21,22.91,=,CHEMBL638446,CHEMBL1134461,7.64
CHEMBL277984,O=[N+]([O-])OCCNCCCCNc1c2c(nc3ccccc13)CCCC2,11.1,=,CHEMBL932016,CHEMBL1141589,7.96
CHEMBL278342,COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1,25.8,=,CHEMBL3635482,CHEMBL3632542,7.59
CHEMBL278963,O=C(CCCCC1CCSS1)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,30.1,=,CHEMBL832842,CHEMBL1141170,7.52
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,12.0,=,CHEMBL3071788,CHEMBL3045386,7.92
CHEMBL283509,COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1OC,1.0,=,CHEMBL1771986,CHEMBL1770076,9.0
CHEMBL284519,CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3CC12,38.0,=,CHEMBL645003,CHEMBL1125437,7.42
CHEMBL284938,CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1C2,77.0,=,CHEMBL875789,CHEMBL1125437,7.11
CHEMBL286690,CCN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3CC12,69.0,=,CHEMBL875789,CHEMBL1125437,7.16
CHEMBL286727,Cc1cccc(C)c1,1.995,=,CHEMBL648291,CHEMBL1126157,8.7
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,1.8,=,CHEMBL644838,CHEMBL1126447,8.74
CHEMBL295462,CNC(=O)Oc1ccc2c(c1)c(C)cn2Nc1ccncc1F,100.0,=,CHEMBL1249049,CHEMBL1240490,7.0
CHEMBL298312,Cc1cccc(O)c1,45.71,=,CHEMBL648291,CHEMBL1126157,7.34
CHEMBL300143,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,10.0,=,CHEMBL874440,CHEMBL1142685,8.0
CHEMBL305670,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,21.0,=,CHEMBL644789,CHEMBL1124889,7.68
CHEMBL306175,O=C(CCC1CCN(Cc2ccccc2Cl)CC1)c1ccc2c(c1)CCN2,76.0,=,CHEMBL1119333,CHEMBL1155460,7.12
CHEMBL306179,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,50.0,=,CHEMBL1119333,CHEMBL1155460,7.3
CHEMBL306492,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,1.6,=,CHEMBL1119333,CHEMBL1155460,8.8
CHEMBL307004,Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.07,=,CHEMBL1119333,CHEMBL1155460,10.15
CHEMBL307721,C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12,32.0,=,CHEMBL644788,CHEMBL1124889,7.5
CHEMBL307908,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,2.7,=,CHEMBL1119333,CHEMBL1155460,8.57
CHEMBL3086276,COc1cc2[se]n(CCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,97.0,=,CHEMBL3089063,CHEMBL3085626,7.01
CHEMBL308793,CCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,11.0,=,CHEMBL1119333,CHEMBL1155460,7.96
CHEMBL308807,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)CCN2,16.0,=,CHEMBL1119333,CHEMBL1155460,7.8
CHEMBL3093173,COc1ccc(/C=C2\COc3cc(OCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,98.0,=,CHEMBL3094808,CHEMBL3091317,7.01
CHEMBL3093787,O=c1c2ccccc2[se]n1CCCCCCNc1c2c(nc3ccccc13)CCCC2,19.52,=,CHEMBL3095595,CHEMBL3091394,7.71
CHEMBL3093791,COc1cc2[se]n(CCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c2cc1OC,15.13,=,CHEMBL3095595,CHEMBL3091394,7.82
CHEMBL3093796,c1cc[n+](CCCCCCCCC[n+]2ccc3ccccc3c2)cc1,40.0,=,CHEMBL3095604,CHEMBL3091342,7.4
CHEMBL3093797,c1cc[n+](CCCCCCCCCC[n+]2ccc3ccccc3c2)cc1,20.0,=,CHEMBL3095604,CHEMBL3091342,7.7
CHEMBL3093798,c1cc[n+](CCCCCCCCCCC[n+]2ccc3ccccc3c2)cc1,30.0,=,CHEMBL3095604,CHEMBL3091342,7.52
CHEMBL3093802,c1cc[n+](CCCCCCCCCC[n+]2cccc3ccccc32)cc1,5.0,=,CHEMBL3095604,CHEMBL3091342,8.3
CHEMBL3093803,c1cc[n+](CCCCCCCCCCC[n+]2cccc3ccccc32)cc1,17.0,=,CHEMBL3095604,CHEMBL3091342,7.77
CHEMBL3093804,c1cc[n+](CCCCCCCCCCCC[n+]2cccc3ccccc32)cc1,4.7,=,CHEMBL3095604,CHEMBL3091342,8.33
CHEMBL309490,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,12.0,=,CHEMBL3071788,CHEMBL3045386,7.92
CHEMBL309667,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,10.9,=,CHEMBL644099,CHEMBL1131001,7.96
CHEMBL310918,O=C(CCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)c1ccc2c(c1)CCN2,64.0,=,CHEMBL1119333,CHEMBL1155460,7.19
CHEMBL311017,CN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,10.0,=,CHEMBL1119333,CHEMBL1155460,8.0
CHEMBL3122167,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,65.0,=,CHEMBL3363249,CHEMBL3352669,7.19
CHEMBL312310,Clc1ccc2c(NCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.3,=,CHEMBL1119333,CHEMBL1155460,9.52
CHEMBL312761,Fc1ccc2c(NCCCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.7,=,CHEMBL1119333,CHEMBL1155460,9.15
CHEMBL313231,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCO3)CC1,41.5,=,CHEMBL832763,CHEMBL1138798,7.38
CHEMBL313271,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC,32.0,=,CHEMBL644831,CHEMBL1135325,7.5
CHEMBL3137700,C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1,92.9,=,CHEMBL3626447,CHEMBL3621126,7.03
CHEMBL314766,COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1,54.0,=,CHEMBL644831,CHEMBL1135325,7.27
CHEMBL314989,COc1cc2c(cc1OC)C(=O)C(CC1CC[N+](C)(Cc3ccccc3)CC1)C2,25.0,=,CHEMBL644119,CHEMBL1135324,7.6
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,43.0,=,CHEMBL644831,CHEMBL1135325,7.37
CHEMBL315515,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC,28.0,=,CHEMBL644831,CHEMBL1135325,7.55
CHEMBL31561,Cc1ccc(C)cc1,39.81,=,CHEMBL648291,CHEMBL1126157,7.4
CHEMBL31574,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,12.0,=,CHEMBL3071788,CHEMBL3045386,7.92
CHEMBL317541,CN(CCOCCNC(=S)NC(=O)c1ccccc1)C1CCCCC1,13.0,=,CHEMBL1119333,CHEMBL1155460,7.89
CHEMBL3215602,Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc2cccnc12,5.5,=,CHEMBL1177574,CHEMBL1177734,8.26
CHEMBL3215769,O=C(NCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,24.9,=,CHEMBL1051649,CHEMBL1152433,7.6
CHEMBL3215770,O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,50.0,=,CHEMBL1051649,CHEMBL1152433,7.3
CHEMBL3215816,Cc1ccc2ccc(CNCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(O)c2n1,0.5,=,CHEMBL1177574,CHEMBL1177734,9.3
CHEMBL3215882,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,1.89,=,CHEMBL2015198,CHEMBL2010698,8.72
CHEMBL3216018,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,16.6,=,CHEMBL1051649,CHEMBL1152433,7.78
CHEMBL321605,CN(C)Cc1ccc(CSCCNc2cc(NN)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,76.0,=,CHEMBL644833,CHEMBL1125532,7.12
CHEMBL3216116,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,3.53,=,CHEMBL2015198,CHEMBL2010698,8.45
CHEMBL3216208,COc1cc2c(cc1OC)CC(CC1CCN(CCNc3c4c(nc5ccccc35)CCCC4)CC1)C2,5.13,=,CHEMBL960589,CHEMBL1150773,8.29
CHEMBL3216209,COc1cc2c(cc1OC)CC(CC1CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC1)C2,2.16,=,CHEMBL960589,CHEMBL1150773,8.67
CHEMBL3216210,COc1cc2c(cc1OC)CC(CC1CCN(CCNc3c4c(nc5cc(Cl)ccc35)CCCC4)CC1)C2,2.6,=,CHEMBL960589,CHEMBL1150773,8.59
CHEMBL3216422,COc1cc2c(cc1OC)C(=O)C(CC1CCN(CCNc3c4c(nc5cc(Cl)ccc35)CCCC4)CC1)C2,0.67,=,CHEMBL960589,CHEMBL1150773,9.17
CHEMBL3216429,O=C(NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,19.2,=,CHEMBL1051649,CHEMBL1152433,7.72
CHEMBL3216469,Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(Cl)c2cccnc12,1.0,=,CHEMBL1177574,CHEMBL1177734,9.0
CHEMBL3216554,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,4.19,=,CHEMBL2015198,CHEMBL2010698,8.38
CHEMBL3216555,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,4.02,=,CHEMBL2015198,CHEMBL2010698,8.4
CHEMBL3216556,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@H](C1)C2,2.04,=,CHEMBL2015198,CHEMBL2010698,8.69
CHEMBL3216557,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@@H](C1)C2,11.5,=,CHEMBL2015198,CHEMBL2010698,7.94
CHEMBL3216777,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3[C@H](C1)C2,1.33,=,CHEMBL2015198,CHEMBL2010698,8.88
CHEMBL3216778,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,3.26,=,CHEMBL2015198,CHEMBL2010698,8.49
CHEMBL3216779,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,9.09,=,CHEMBL2015198,CHEMBL2010698,8.04
CHEMBL3216886,COc1cc2c(cc1OC)C(=O)C(CC1CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC1)C2,0.88,=,CHEMBL960589,CHEMBL1150773,9.06
